destination,number_of_days,number_of_people,travel_mode,travel_type,destination_count,estimated_food_cost,actual_food_cost,estimated_total_cost,actual_total_cost,source_role,trip_id,created_at_utc
goa,5,5,bus,friends,1,12987.16,16810.61,52710.23,60778.05,agent,80565,2025-01-26T15:08:00+00:00
delhi,4,1,flight,solo,3,3759.16,3014.71,9355.82,10120.46,traveler,80566,2025-01-26T15:15:00+00:00
delhi,10,3,train,friends,1,15278.17,13770.79,48089.41,46227.31,agent,80567,2025-01-26T15:22:00+00:00
tokyo,3,4,train,family,2,7665.73,8050.01,192495.58,201511.45,agent,80568,2025-01-26T15:29:00+00:00
singapore,8,1,flight,solo,2,8869.43,9670.63,110678.17,114756.47,traveler,80569,2025-01-26T15:36:00+00:00
mumbai,12,6,flight,family,1,51839.7,43798.68,185583.13,199080.64,traveler,80570,2025-01-26T15:43:00+00:00
mumbai,12,5,bus,friends,1,30664.97,36535.55,97411.99,93803.36,traveler,80571,2025-01-26T15:50:00+00:00
singapore,5,4,flight,family,1,21316.47,27685.36,291885.73,331621.63,traveler,80572,2025-01-26T15:57:00+00:00
manali,12,8,train,family,2,52958.73,58906.51,169834.33,190066.31,traveler,80573,2025-01-26T16:04:00+00:00
manali,5,3,bus,friends,1,7039.35,8724.68,24716.73,27681.24,agent,80574,2025-01-26T16:11:00+00:00
mumbai,6,6,train,family,1,22668.21,27696.07,71853.81,78951.93,agent,80575,2025-01-26T16:18:00+00:00
dubai,4,8,train,family,2,19773.6,17464.04,295869.65,294448.42,traveler,80576,2025-01-26T16:25:00+00:00
manali,6,4,bus,friends,2,10131.31,9162.1,38662.76,36378.38,traveler,80577,2025-01-26T16:32:00+00:00
paris,12,6,flight,family,1,76178.89,88549.88,1506175.26,1444371.0,traveler,80578,2025-01-26T16:39:00+00:00
paris,8,8,bus,friends,1,39682.53,42854.43,860746.64,899111.98,traveler,80579,2025-01-26T16:46:00+00:00
dubai,9,2,train,couple,1,10534.85,9613.91,153762.08,178995.1,traveler,80580,2025-01-26T16:53:00+00:00
goa,11,8,train,family,1,50825.96,58974.94,203224.15,233298.02,traveler,80581,2025-01-26T17:00:00+00:00
new york,10,6,train,family,1,53603.07,49923.71,771463.7,820422.15,traveler,80582,2025-01-26T17:07:00+00:00
singapore,12,2,bus,couple,4,22028.21,17511.3,206193.43,191372.18,agent,80583,2025-01-26T17:14:00+00:00
mumbai,10,1,train,solo,2,7586.83,7411.29,19007.14,21255.93,traveler,80584,2025-01-26T17:21:00+00:00
jaipur,9,6,flight,family,1,34639.35,37974.57,109619.75,99511.03,traveler,80585,2025-01-26T17:28:00+00:00
dubai,3,3,flight,friends,1,5598.94,4808.95,119439.92,123958.83,traveler,80586,2025-01-26T17:35:00+00:00
manali,12,6,flight,friends,1,33407.79,27081.7,174642.57,176200.16,agent,80587,2025-01-26T17:42:00+00:00
mumbai,6,1,bus,solo,1,4150.02,3394.09,10129.49,10299.08,agent,80588,2025-01-26T17:49:00+00:00
jaipur,4,2,bus,couple,1,4025.84,3558.37,11229.59,11252.83,traveler,80589,2025-01-26T17:56:00+00:00
dubai,11,5,bus,family,2,35201.23,32118.41,401698.02,447348.29,traveler,80590,2025-01-26T18:03:00+00:00
new york,7,1,train,solo,2,8265.87,7806.6,92959.62,88500.39,traveler,80591,2025-01-26T18:10:00+00:00
dubai,11,7,bus,family,3,47536.55,58638.44,550843.95,544098.32,traveler,80592,2025-01-26T18:17:00+00:00
paris,10,1,train,solo,2,9801.93,10709.68,154311.72,169910.09,agent,80593,2025-01-26T18:24:00+00:00
mumbai,9,7,flight,family,1,46752.36,51966.93,165606.98,155274.25,agent,80594,2025-01-26T18:31:00+00:00
jaipur,11,7,train,family,1,42126.74,49257.92,114951.19,125004.82,traveler,80595,2025-01-26T18:38:00+00:00
singapore,3,7,train,family,1,16682.71,15414.83,243680.09,248187.28,traveler,80596,2025-01-26T18:45:00+00:00
manali,2,1,bus,solo,1,1184.77,1092.45,5000.0,5204.6,traveler,80597,2025-01-26T18:52:00+00:00
goa,2,3,bus,friends,1,3329.91,3070.76,14675.24,15360.11,traveler,80598,2025-01-26T18:59:00+00:00
new york,12,6,bus,friends,4,56018.3,51352.05,768066.98,737073.2,traveler,80599,2025-01-26T19:06:00+00:00
dubai,8,7,bus,family,2,30994.73,30748.26,415747.76,410042.53,traveler,80600,2025-01-26T19:13:00+00:00
singapore,12,4,flight,friends,2,43183.06,47293.88,644834.68,647068.18,agent,80601,2025-01-26T19:20:00+00:00
mumbai,6,2,bus,couple,1,7817.1,9927.17,20156.02,23516.24,traveler,80602,2025-01-26T19:27:00+00:00
manali,12,5,bus,family,3,32764.23,32179.84,91518.94,86567.22,traveler,80603,2025-01-26T19:34:00+00:00
manali,5,7,flight,friends,1,17643.41,18335.58,90583.25,88178.89,agent,80604,2025-01-26T19:41:00+00:00
paris,11,3,train,friends,3,26219.48,31974.04,504108.49,495482.61,traveler,80605,2025-01-26T19:48:00+00:00
tokyo,6,8,bus,family,2,28031.74,25941.29,580470.08,677931.82,traveler,80606,2025-01-26T19:55:00+00:00
singapore,7,8,bus,family,1,38269.03,46129.74,499070.91,525044.4,traveler,80607,2025-01-26T20:02:00+00:00
new york,9,7,train,family,3,59829.55,73454.03,814348.17,831859.71,traveler,80608,2025-01-26T20:09:00+00:00
new york,3,6,flight,family,1,18153.99,19730.2,360085.29,380567.79,traveler,80609,2025-01-26T20:16:00+00:00
dubai,8,2,bus,friends,1,7717.15,6720.41,118282.48,126697.44,agent,80610,2025-01-26T20:23:00+00:00
delhi,10,5,flight,family,1,36626.52,45046.57,109244.17,118318.63,traveler,80611,2025-01-26T20:30:00+00:00
paris,3,2,train,couple,3,5866.47,5796.67,107120.72,100719.3,traveler,80612,2025-01-26T20:37:00+00:00
bali,9,7,train,friends,2,32963.59,38169.87,615953.51,582396.1,agent,80613,2025-01-26T20:44:00+00:00
paris,12,7,train,friends,2,58809.58,70689.23,1301738.59,1179540.43,traveler,80614,2025-01-26T20:51:00+00:00
bali,2,8,flight,family,1,11558.22,14716.78,253807.57,289357.89,traveler,80615,2025-01-26T20:58:00+00:00
new york,4,7,train,family,2,24870.6,20342.31,396231.18,444846.11,traveler,80616,2025-01-26T21:05:00+00:00
singapore,9,1,bus,solo,4,8889.39,11024.38,76867.06,82008.13,traveler,80617,2025-01-26T21:12:00+00:00
goa,6,8,train,family,1,27586.17,21979.99,117855.45,129039.36,traveler,80618,2025-01-26T21:19:00+00:00
manali,3,2,flight,couple,3,4355.96,5270.87,16504.36,15546.75,traveler,80619,2025-01-26T21:26:00+00:00
dubai,11,5,train,friends,1,27342.14,23525.97,461830.22,508825.54,agent,80620,2025-01-26T21:33:00+00:00
jaipur,4,5,train,family,3,11543.62,10702.23,32789.28,34996.02,traveler,80621,2025-01-26T21:40:00+00:00
paris,3,1,bus,solo,1,2824.25,2972.42,45143.16,49410.48,traveler,80622,2025-01-26T21:47:00+00:00
singapore,12,3,bus,friends,2,24029.71,28848.09,304472.76,297463.23,traveler,80623,2025-01-26T21:54:00+00:00
mumbai,7,2,bus,friends,2,8141.84,9687.59,23499.11,26514.05,agent,80624,2025-01-26T22:01:00+00:00
paris,9,8,train,family,2,63005.11,76442.91,1133914.59,1207814.99,agent,80625,2025-01-26T22:08:00+00:00
paris,5,4,bus,family,1,17604.98,21261.11,277275.99,250486.62,traveler,80626,2025-01-26T22:15:00+00:00
jaipur,12,6,flight,family,3,45691.97,35740.55,145519.68,143388.66,traveler,80627,2025-01-26T22:22:00+00:00
goa,3,4,train,friends,1,7126.28,7445.43,31754.42,34066.49,traveler,80628,2025-01-26T22:29:00+00:00
jaipur,6,7,bus,family,3,22961.89,19199.34,55441.73,64180.18,traveler,80629,2025-01-26T22:36:00+00:00
jaipur,2,6,bus,family,1,5482.46,5095.1,19134.34,20411.9,traveler,80630,2025-01-26T22:43:00+00:00
dubai,12,3,bus,family,4,24374.15,22807.4,254738.14,240003.3,agent,80631,2025-01-26T22:50:00+00:00
tokyo,4,7,flight,family,1,18346.95,19356.89,569950.77,580339.27,traveler,80632,2025-01-26T22:57:00+00:00
mumbai,11,8,flight,friends,1,45052.39,45518.62,225564.72,247889.9,traveler,80633,2025-01-26T23:04:00+00:00
new york,7,1,flight,solo,1,8048.99,6682.69,122974.4,143160.61,traveler,80634,2025-01-26T23:11:00+00:00
dubai,4,4,train,friends,1,8652.44,7156.99,150512.48,173259.66,traveler,80635,2025-01-26T23:18:00+00:00
singapore,11,8,flight,friends,1,61364.1,49984.03,1187069.05,1148116.65,traveler,80636,2025-01-26T23:25:00+00:00
bali,2,6,flight,family,1,9558.66,11717.84,195866.85,202502.63,traveler,80637,2025-01-26T23:32:00+00:00
new york,2,7,bus,family,2,13058.13,14552.29,191685.85,177573.45,traveler,80638,2025-01-26T23:39:00+00:00
delhi,4,8,train,family,1,18819.5,19650.5,56429.24,59574.03,traveler,80639,2025-01-26T23:46:00+00:00
paris,10,2,bus,friends,2,14516.46,15840.5,261471.42,305767.76,agent,80640,2025-01-26T23:53:00+00:00
mumbai,6,6,bus,family,2,22795.19,19532.83,61589.51,67025.3,traveler,80641,2025-01-27T00:00:00+00:00
manali,11,2,bus,couple,2,13025.34,16538.27,33300.53,34118.75,traveler,80642,2025-01-27T00:07:00+00:00
new york,11,1,bus,solo,2,10622.49,8355.0,117205.57,108068.39,traveler,80643,2025-01-27T00:14:00+00:00
bali,7,5,train,family,1,25124.02,25811.44,339741.56,314335.19,traveler,80644,2025-01-27T00:21:00+00:00
delhi,6,1,train,solo,3,4776.26,5171.27,9944.14,9980.87,traveler,80645,2025-01-27T00:28:00+00:00
dubai,7,2,train,couple,2,8658.45,7115.05,123906.06,119738.61,traveler,80646,2025-01-27T00:35:00+00:00
singapore,8,2,flight,couple,2,16402.11,19535.29,223383.76,201884.86,traveler,80647,2025-01-27T00:42:00+00:00
paris,7,4,train,friends,1,21652.36,24054.93,446911.07,418041.23,traveler,80648,2025-01-27T00:49:00+00:00
new york,10,1,flight,solo,3,13371.66,15689.86,173811.77,160898.54,traveler,80649,2025-01-27T00:56:00+00:00
goa,4,5,flight,family,1,15729.48,19434.16,68646.19,64737.74,traveler,80650,2025-01-27T01:03:00+00:00
singapore,6,3,flight,family,4,21556.92,25312.9,253984.88,274500.86,agent,80651,2025-01-27T01:10:00+00:00
jaipur,3,8,train,family,1,11722.73,14051.63,41002.37,46475.34,traveler,80652,2025-01-27T01:17:00+00:00
manali,3,4,flight,family,1,8402.38,10622.85,33529.97,31779.21,traveler,80653,2025-01-27T01:24:00+00:00
singapore,4,4,train,friends,1,11695.9,11633.98,177175.23,185303.56,traveler,80654,2025-01-27T01:31:00+00:00
mumbai,12,8,train,family,1,59201.22,73169.52,179675.44,171614.11,traveler,80655,2025-01-27T01:38:00+00:00
jaipur,7,3,bus,family,5,13598.2,16648.25,27372.54,29966.84,traveler,80656,2025-01-27T01:45:00+00:00
jaipur,8,5,bus,family,1,19663.68,22355.45,51768.54,47313.78,agent,80657,2025-01-27T01:52:00+00:00
manali,11,7,flight,family,1,44579.7,36743.21,186363.36,178948.95,traveler,80658,2025-01-27T01:59:00+00:00
new york,7,5,flight,family,2,42981.87,36647.24,625725.62,710571.86,agent,80659,2025-01-27T02:06:00+00:00
delhi,9,4,bus,friends,1,16692.28,13030.78,49157.92,52441.7,traveler,80660,2025-01-27T02:13:00+00:00
paris,12,7,train,family,1,71682.26,76876.54,1278800.51,1484217.13,traveler,80661,2025-01-27T02:20:00+00:00
jaipur,11,3,bus,friends,1,15120.33,11991.37,42047.42,45523.48,traveler,80662,2025-01-27T02:27:00+00:00
delhi,3,4,flight,family,2,10136.81,12354.92,29601.55,28524.62,traveler,80663,2025-01-27T02:34:00+00:00
dubai,8,5,flight,family,2,32406.83,40767.01,460749.05,522914.69,agent,80664,2025-01-27T02:41:00+00:00
dubai,10,5,bus,family,1,26831.72,21372.87,360843.37,345546.4,traveler,80665,2025-01-27T02:48:00+00:00
bali,4,1,bus,solo,2,3199.64,3283.81,35281.63,36263.98,traveler,80666,2025-01-27T02:55:00+00:00
new york,9,3,flight,friends,2,26568.05,31456.53,470556.05,433448.46,agent,80667,2025-01-27T03:02:00+00:00
tokyo,3,4,flight,friends,1,6969.96,8685.01,256781.86,283301.84,traveler,80668,2025-01-27T03:09:00+00:00
mumbai,2,3,train,friends,1,3686.57,3761.91,14238.23,13242.2,agent,80669,2025-01-27T03:16:00+00:00
mumbai,11,6,bus,friends,2,32983.54,37471.0,106002.47,119132.05,traveler,80670,2025-01-27T03:23:00+00:00
jaipur,4,4,bus,family,4,9172.37,9685.17,21922.04,20592.69,traveler,80671,2025-01-27T03:30:00+00:00
jaipur,2,2,bus,couple,1,2021.53,1609.23,6236.37,6397.5,traveler,80672,2025-01-27T03:37:00+00:00
delhi,9,7,flight,family,1,45394.53,50574.35,137064.7,136425.98,traveler,80673,2025-01-27T03:44:00+00:00
goa,11,7,flight,family,1,58743.01,64559.9,242525.35,271924.05,agent,80674,2025-01-27T03:51:00+00:00
bali,4,7,bus,family,2,17968.83,21962.02,249149.63,248418.49,traveler,80675,2025-01-27T03:58:00+00:00
mumbai,9,1,bus,solo,5,7300.23,8110.0,14688.04,14598.0,traveler,80676,2025-01-27T04:05:00+00:00
new york,6,2,train,couple,3,13696.61,16263.28,160585.23,175942.78,traveler,80677,2025-01-27T04:12:00+00:00
goa,4,6,bus,family,2,15356.41,12017.95,52932.84,62152.72,agent,80678,2025-01-27T04:19:00+00:00
new york,10,5,bus,family,5,55938.15,52762.72,539904.99,489259.68,traveler,80679,2025-01-27T04:26:00+00:00
goa,6,3,flight,family,5,18175.67,19925.18,60058.45,54879.5,agent,80680,2025-01-27T04:33:00+00:00
new york,12,8,bus,friends,5,73193.83,79888.68,1040439.29,1054254.41,traveler,80681,2025-01-27T04:40:00+00:00
delhi,8,3,train,family,2,17724.35,20793.96,38948.73,38297.18,agent,80682,2025-01-27T04:47:00+00:00
bali,10,3,bus,friends,2,17153.75,16300.82,245490.14,254501.82,agent,80683,2025-01-27T04:54:00+00:00
paris,9,3,flight,friends,2,26026.51,25091.17,559109.52,570248.16,agent,80684,2025-01-27T05:01:00+00:00
paris,7,8,flight,family,4,61347.67,55297.8,1194571.3,1082254.59,traveler,80685,2025-01-27T05:08:00+00:00
mumbai,10,8,bus,family,1,46591.52,49004.66,129620.92,138006.94,traveler,80686,2025-01-27T05:15:00+00:00
goa,6,5,train,family,2,21362.84,17369.62,72420.78,84894.34,traveler,80687,2025-01-27T05:22:00+00:00
dubai,9,4,bus,friends,2,16902.81,18768.23,263338.63,296653.63,traveler,80688,2025-01-27T05:29:00+00:00
goa,6,1,bus,solo,3,4357.72,5102.0,12551.47,11439.83,traveler,80689,2025-01-27T05:36:00+00:00
mumbai,2,8,flight,family,2,10908.89,9092.42,51634.23,48974.44,agent,80690,2025-01-27T05:43:00+00:00
bali,6,8,bus,family,1,29592.54,25495.7,404218.21,453903.18,traveler,80691,2025-01-27T05:50:00+00:00
manali,6,1,bus,solo,1,3766.0,3619.65,9675.78,10661.16,traveler,80692,2025-01-27T05:57:00+00:00
new york,12,2,train,couple,1,24664.21,31385.39,302610.22,289924.66,traveler,80693,2025-01-27T06:04:00+00:00
jaipur,5,2,train,couple,1,5448.88,4782.59,15914.25,17835.09,traveler,80694,2025-01-27T06:11:00+00:00
jaipur,6,8,flight,friends,3,21738.95,17550.86,99067.76,99080.4,agent,80695,2025-01-27T06:18:00+00:00
dubai,11,5,bus,family,1,30202.21,33477.6,397268.58,431058.17,agent,80696,2025-01-27T06:25:00+00:00
paris,8,4,bus,friends,1,21818.7,24662.96,432087.96,433136.77,traveler,80697,2025-01-27T06:32:00+00:00
delhi,8,7,flight,family,1,37788.35,46556.46,121924.9,133679.83,traveler,80698,2025-01-27T06:39:00+00:00
manali,11,3,bus,family,1,17920.0,21996.27,49874.97,48621.56,traveler,80699,2025-01-27T06:46:00+00:00
tokyo,8,1,train,solo,2,6341.94,7242.14,112801.92,130823.99,traveler,80700,2025-01-27T06:53:00+00:00
tokyo,5,6,bus,family,3,19687.61,16737.45,379759.07,382879.02,agent,80701,2025-01-27T07:00:00+00:00
delhi,6,1,flight,solo,2,5006.73,5292.46,13387.04,13609.16,traveler,80702,2025-01-27T07:07:00+00:00
manali,7,3,train,family,1,13262.91,15051.75,39471.16,36615.55,traveler,80703,2025-01-27T07:14:00+00:00
paris,5,8,train,friends,1,25284.05,27563.37,661854.8,719358.01,traveler,80704,2025-01-27T07:21:00+00:00
jaipur,10,8,flight,family,1,47190.91,53214.94,163431.07,178075.72,traveler,80705,2025-01-27T07:28:00+00:00
mumbai,4,5,train,family,1,13421.86,12833.3,42148.29,41116.58,traveler,80706,2025-01-27T07:35:00+00:00
new york,8,4,flight,friends,1,30835.28,31008.26,560988.3,600571.35,agent,80707,2025-01-27T07:42:00+00:00
goa,3,5,bus,family,1,9203.07,8438.14,34246.2,34796.33,agent,80708,2025-01-27T07:49:00+00:00
manali,2,4,flight,family,1,5895.58,4958.53,24539.28,26311.12,traveler,80709,2025-01-27T07:56:00+00:00
mumbai,9,8,bus,family,1,38055.03,48771.9,118407.33,110482.99,traveler,80710,2025-01-27T08:03:00+00:00
mumbai,9,7,bus,family,1,35775.73,33632.1,102044.1,104467.78,agent,80711,2025-01-27T08:10:00+00:00
bali,6,7,flight,family,1,32732.96,39076.31,564899.36,573448.43,traveler,80712,2025-01-27T08:17:00+00:00
singapore,7,2,bus,couple,1,10609.41,10035.94,123355.54,120271.78,traveler,80713,2025-01-27T08:24:00+00:00
mumbai,9,1,flight,solo,5,9953.74,11574.62,23415.7,25401.27,traveler,80714,2025-01-27T08:31:00+00:00
mumbai,5,4,train,friends,2,12160.4,9979.89,41108.68,38076.37,agent,80715,2025-01-27T08:38:00+00:00
delhi,10,6,flight,family,1,43920.8,53606.28,130156.11,129080.34,agent,80716,2025-01-27T08:45:00+00:00
mumbai,7,7,train,family,1,29147.13,26138.64,95618.21,105413.25,agent,80717,2025-01-27T08:52:00+00:00
goa,8,5,flight,family,1,28579.58,26094.03,130239.46,129648.69,traveler,80718,2025-01-27T08:59:00+00:00
manali,11,5,bus,friends,1,21966.87,24734.45,83836.65,89035.03,traveler,80719,2025-01-27T09:06:00+00:00
jaipur,5,3,bus,friends,1,6597.07,6371.39,20360.66,23350.33,agent,80720,2025-01-27T09:13:00+00:00
bali,6,4,flight,friends,2,16016.88,16609.18,323165.17,335961.81,traveler,80721,2025-01-27T09:20:00+00:00
tokyo,11,6,bus,friends,1,31277.54,27859.39,771365.86,756246.71,traveler,80722,2025-01-27T09:27:00+00:00
goa,6,3,bus,family,1,11600.94,13991.04,37518.18,33785.38,traveler,80723,2025-01-27T09:34:00+00:00
singapore,8,8,flight,family,3,56119.28,61855.55,881459.31,902739.45,traveler,80724,2025-01-27T09:41:00+00:00
manali,3,8,bus,family,1,10815.8,11410.31,41819.47,41817.01,traveler,80725,2025-01-27T09:48:00+00:00
new york,2,8,bus,family,2,13288.57,13566.78,219398.21,198106.76,traveler,80726,2025-01-27T09:55:00+00:00
dubai,2,2,train,couple,1,2539.4,2397.35,42790.92,44416.31,traveler,80727,2025-01-27T10:02:00+00:00
mumbai,6,4,train,friends,1,14093.62,13825.86,48468.11,44845.9,traveler,80728,2025-01-27T10:09:00+00:00
jaipur,5,7,bus,friends,2,13750.68,12249.0,47229.53,54441.11,traveler,80729,2025-01-27T10:16:00+00:00
goa,11,6,train,family,2,46932.79,51920.52,151480.04,173118.08,traveler,80730,2025-01-27T10:23:00+00:00
new york,8,4,flight,friends,5,35628.92,32398.04,560951.76,595251.39,traveler,80731,2025-01-27T10:30:00+00:00
tokyo,6,4,flight,friends,4,15464.12,19046.24,464109.78,470115.58,traveler,80732,2025-01-27T10:37:00+00:00
dubai,5,3,bus,family,1,9257.34,10868.01,116418.15,125124.43,traveler,80733,2025-01-27T10:44:00+00:00
paris,2,6,train,friends,1,8743.69,8040.04,232329.29,245723.19,traveler,80734,2025-01-27T10:51:00+00:00
manali,6,3,flight,family,4,14686.48,11907.08,46388.61,50193.02,traveler,80735,2025-01-27T10:58:00+00:00
dubai,12,1,bus,solo,1,7915.2,6178.42,85296.21,81250.88,traveler,80736,2025-01-27T11:05:00+00:00
bali,6,4,train,family,2,18737.33,18499.52,240277.63,264453.18,traveler,80737,2025-01-27T11:12:00+00:00
tokyo,6,6,bus,friends,1,17018.88,14314.02,444233.82,467492.46,traveler,80738,2025-01-27T11:19:00+00:00
new york,3,3,train,friends,1,7097.74,6400.73,132640.76,123331.65,traveler,80739,2025-01-27T11:26:00+00:00
singapore,2,3,flight,friends,1,5275.78,5967.33,102569.04,93631.56,traveler,80740,2025-01-27T11:33:00+00:00
dubai,11,6,bus,friends,4,34652.37,36384.02,473607.73,556245.15,traveler,80741,2025-01-27T11:40:00+00:00
tokyo,8,7,flight,family,1,40255.48,35401.08,1056788.39,986618.53,traveler,80742,2025-01-27T11:47:00+00:00
new york,9,2,flight,friends,2,19206.65,21052.63,315912.2,353257.45,traveler,80743,2025-01-27T11:54:00+00:00
paris,3,8,bus,friends,2,13842.6,13310.55,361554.56,403964.42,traveler,80744,2025-01-27T12:01:00+00:00
singapore,8,8,bus,family,4,49714.12,42963.37,554144.14,588197.64,agent,80745,2025-01-27T12:08:00+00:00
dubai,11,4,train,family,4,30601.83,33641.69,367915.06,354302.16,traveler,80746,2025-01-27T12:15:00+00:00
paris,9,1,bus,solo,3,9320.8,8102.41,118941.04,132824.11,traveler,80747,2025-01-27T12:22:00+00:00
paris,7,7,train,friends,1,30969.47,33555.28,778393.26,819609.87,traveler,80748,2025-01-27T12:29:00+00:00
bali,10,3,flight,family,5,30009.24,27407.25,389564.27,373196.61,traveler,80749,2025-01-27T12:36:00+00:00
manali,6,5,train,friends,1,14388.26,16020.95,57132.48,64256.21,traveler,80750,2025-01-27T12:43:00+00:00
new york,8,8,bus,family,1,52121.6,60589.07,709163.16,640721.89,traveler,80751,2025-01-27T12:50:00+00:00
dubai,6,6,train,friends,1,16778.32,15090.63,318306.17,338790.39,traveler,80752,2025-01-27T12:57:00+00:00
bali,5,8,train,friends,1,20601.73,22554.05,403882.61,458230.58,agent,80753,2025-01-27T13:04:00+00:00
jaipur,2,1,flight,solo,1,1406.32,1383.98,5000.0,4742.57,traveler,80754,2025-01-27T13:11:00+00:00
tokyo,11,2,train,friends,1,12857.73,15351.57,305326.4,276999.02,agent,80755,2025-01-27T13:18:00+00:00
paris,6,7,bus,family,5,36806.24,36848.74,580516.01,602819.04,traveler,80756,2025-01-27T13:25:00+00:00
new york,3,1,train,solo,1,3186.17,3892.99,43856.3,48124.93,traveler,80757,2025-01-27T13:32:00+00:00
delhi,12,6,flight,family,1,54075.44,56564.62,154396.57,175321.1,agent,80758,2025-01-27T13:39:00+00:00
manali,9,7,train,family,1,35388.38,40473.84,115811.65,127614.26,traveler,80759,2025-01-27T13:46:00+00:00
goa,11,1,flight,solo,1,9191.91,11458.49,35025.03,37007.56,traveler,80760,2025-01-27T13:53:00+00:00
jaipur,4,8,flight,friends,4,17604.48,18310.76,70001.77,69789.0,traveler,80761,2025-01-27T14:00:00+00:00
manali,10,3,train,family,3,21288.47,16898.95,53728.16,57105.7,traveler,80762,2025-01-27T14:07:00+00:00
tokyo,6,4,flight,friends,1,14659.39,15414.12,472987.15,529312.14,agent,80763,2025-01-27T14:14:00+00:00
mumbai,4,6,flight,family,1,17686.75,15822.39,66963.56,69294.76,traveler,80764,2025-01-27T14:21:00+00:00
singapore,7,3,train,family,5,24167.19,21090.94,219121.9,251837.79,traveler,80765,2025-01-27T14:28:00+00:00
jaipur,3,3,train,family,1,5029.89,4688.9,15545.2,14932.55,traveler,80766,2025-01-27T14:35:00+00:00
paris,6,2,train,couple,1,10228.38,10995.58,194467.63,219132.1,traveler,80767,2025-01-27T14:42:00+00:00
jaipur,7,2,flight,friends,2,7664.96,9271.53,28782.94,29227.44,traveler,80768,2025-01-27T14:49:00+00:00
delhi,7,8,flight,family,1,36760.28,45232.55,122229.65,112874.7,traveler,80769,2025-01-27T14:56:00+00:00
dubai,8,6,bus,family,3,29169.09,31950.81,352709.09,408494.17,agent,80770,2025-01-27T15:03:00+00:00
jaipur,2,5,bus,family,2,5488.14,4300.05,15807.45,15354.09,traveler,80771,2025-01-27T15:10:00+00:00
paris,12,2,flight,couple,3,28053.77,30072.95,500992.66,498996.98,traveler,80772,2025-01-27T15:17:00+00:00
tokyo,5,4,train,family,4,14893.38,16695.13,293330.44,282546.81,traveler,80773,2025-01-27T15:24:00+00:00
singapore,10,4,bus,family,1,30316.82,34755.69,340437.42,377759.71,traveler,80774,2025-01-27T15:31:00+00:00
goa,11,1,flight,solo,2,9582.65,11674.49,34768.93,31978.36,agent,80775,2025-01-27T15:38:00+00:00
bali,6,6,flight,family,1,27293.52,21428.56,479031.2,512246.81,traveler,80776,2025-01-27T15:45:00+00:00
singapore,11,1,bus,solo,2,9560.46,7948.01,93548.19,102523.01,agent,80777,2025-01-27T15:52:00+00:00
mumbai,3,8,flight,family,1,15974.02,18593.08,70894.29,73008.9,traveler,80778,2025-01-27T15:59:00+00:00
singapore,4,6,bus,friends,1,15005.16,18285.43,226966.47,234758.9,traveler,80779,2025-01-27T16:06:00+00:00
delhi,4,6,bus,friends,1,11349.87,10244.0,36001.41,41886.19,agent,80780,2025-01-27T16:13:00+00:00
goa,3,7,bus,family,2,12418.74,14456.11,47768.85,47781.54,traveler,80781,2025-01-27T16:20:00+00:00
jaipur,3,5,bus,family,1,7563.55,9106.01,21861.32,25220.69,traveler,80782,2025-01-27T16:27:00+00:00
dubai,4,7,flight,family,2,21163.16,18398.94,349737.41,366592.78,agent,80783,2025-01-27T16:34:00+00:00
dubai,8,5,bus,friends,1,19572.93,22340.1,293136.62,344979.28,traveler,80784,2025-01-27T16:41:00+00:00
paris,9,7,flight,family,1,63915.16,72775.12,1309733.89,1254283.1,traveler,80785,2025-01-27T16:48:00+00:00
paris,7,7,train,family,1,38955.38,35879.8,787622.8,796295.52,agent,80786,2025-01-27T16:55:00+00:00
goa,6,3,train,family,1,13319.87,12178.76,43667.94,49721.4,traveler,80787,2025-01-27T17:02:00+00:00
dubai,12,2,flight,couple,1,16330.59,15923.85,277338.06,255090.11,agent,80788,2025-01-27T17:09:00+00:00
singapore,10,1,bus,solo,3,10087.72,9690.3,85642.99,93620.55,agent,80789,2025-01-27T17:16:00+00:00
dubai,9,4,train,friends,2,18465.04,14641.71,306354.72,344249.24,traveler,80790,2025-01-27T17:23:00+00:00
manali,7,7,flight,family,5,35244.16,44704.31,121334.64,116390.56,traveler,80791,2025-01-27T17:30:00+00:00
dubai,10,7,bus,family,3,40248.95,49534.05,514378.03,518620.96,traveler,80792,2025-01-27T17:37:00+00:00
manali,7,6,flight,family,2,29493.51,38238.24,106799.55,115383.02,traveler,80793,2025-01-27T17:44:00+00:00
singapore,9,6,flight,family,3,55694.56,65334.56,743666.22,725307.12,traveler,80794,2025-01-27T17:51:00+00:00
dubai,4,4,train,friends,2,9123.19,10285.17,149577.44,161855.65,agent,80795,2025-01-27T17:58:00+00:00
mumbai,9,4,flight,family,2,29571.16,30169.95,93161.46,90522.58,agent,80796,2025-01-27T18:05:00+00:00
dubai,8,3,train,friends,1,12740.37,16293.89,209149.45,190685.24,agent,80797,2025-01-27T18:12:00+00:00
dubai,2,3,bus,friends,1,2959.53,2354.21,54505.57,55802.19,traveler,80798,2025-01-27T18:19:00+00:00
delhi,2,8,bus,family,2,9428.23,10052.52,26759.81,30669.46,traveler,80799,2025-01-27T18:26:00+00:00
manali,7,8,train,family,1,30501.75,31305.79,105354.1,120917.41,agent,80800,2025-01-27T18:33:00+00:00
