destination,number_of_days,number_of_people,travel_mode,estimated_cost
Tokyo,5,8,flight,784838.45
Singapore,8,5,bus,344710.82
Jaipur,4,3,train,19502.03
Bali,6,5,bus,254020.11
Tokyo,4,6,flight,490611.77
Tokyo,9,7,train,885046.46
Jaipur,2,2,train,7463.94
Goa,7,5,bus,71550.28
Manali,9,7,train,113223.83
Dubai,5,1,train,44899.23
Delhi,10,7,train,110520.24
Bali,9,6,flight,701076.51
Delhi,8,2,train,25814.22
Goa,12,8,bus,186421.79
Manali,4,6,flight,63095.54
Mumbai,5,2,train,20469.96
Dubai,3,6,flight,234822.1
Paris,3,1,flight,70526.91
Goa,6,2,flight,39788.34
Delhi,10,2,flight,43640.42
Tokyo,3,2,flight,126558.95
Goa,9,5,bus,90642.9
Singapore,10,8,bus,686365.16
Paris,3,3,train,156655.83
Tokyo,5,6,train,435730.48
Bali,2,2,flight,63890.47
New York,4,8,train,453023.14
New York,3,7,flight,419528.5
Dubai,8,1,train,69043.32
Manali,12,1,flight,29118.21
Goa,9,6,bus,107862.47
Goa,11,1,train,25695.16
Bali,6,1,bus,50729.73
New York,5,7,train,469211.4
Delhi,7,1,flight,15393.61
Manali,6,6,flight,90994.82
Bali,6,3,train,179623.28
Jaipur,9,2,flight,36219.05
Bali,11,4,bus,360441.82
New York,4,3,flight,225758.69
Paris,6,4,bus,330233.16
Mumbai,10,8,train,152241.61
Goa,5,5,flight,84033.56
New York,5,5,flight,456915.21
Jaipur,5,1,bus,6734.69
Manali,4,3,train,23627.67
Manali,10,1,bus,15197.56
Manali,9,3,train,48816.33
Mumbai,6,8,flight,127539.28
Tokyo,12,4,train,661297.75
Manali,4,6,bus,40534.42
Goa,6,1,train,14578.83
Dubai,6,4,train,210080.16
Tokyo,7,6,train,597448.13
Delhi,6,4,bus,33468.25
Paris,5,2,bus,140486.59
Bali,4,2,bus,71474.34
Singapore,7,3,train,217710.49
Singapore,11,7,bus,650869.28
Goa,4,1,train,10154.67
Jaipur,5,5,flight,53721.11
Delhi,8,7,bus,77534.69
Paris,11,1,flight,228741.66
Delhi,4,8,flight,74299.24
Tokyo,5,4,flight,391528.08
Dubai,6,4,bus,180278.41
Mumbai,12,5,flight,153466.47
Tokyo,9,3,bus,322528.98
Manali,2,3,bus,11378.7
Manali,2,8,bus,30860.54
Jaipur,7,3,bus,27094.27
Manali,6,6,bus,57327.8
Jaipur,10,1,bus,12632.86
Bali,3,5,flight,219023.22
Jaipur,10,7,bus,89903.49
Paris,3,1,flight,72054.44
Goa,11,8,bus,173363.73
Mumbai,7,3,train,40909.2
New York,4,3,train,166962.66
Manali,12,5,train,106468.79
Jaipur,2,4,flight,19877.19
Paris,2,6,bus,196320.22
Singapore,12,4,train,487732.83
Dubai,4,8,bus,252192.68
Mumbai,5,5,train,50671.99
Dubai,5,7,flight,424351.89
Singapore,12,7,bus,711434.88
Tokyo,6,8,train,685094.65
Bali,2,7,flight,227950.54
New York,6,8,flight,872585.05
Mumbai,10,6,bus,96309.82
Bali,11,4,train,421292.99
Delhi,10,4,train,63265.51
Jaipur,2,5,train,18363.14
Singapore,3,2,bus,58216.65
Manali,3,7,flight,58351.03
Delhi,11,3,flight,69947.28
Manali,5,8,bus,65190.18
Jaipur,5,8,train,62704.55
Paris,8,6,train,753916.28
Tokyo,2,6,train,208010.73
Paris,3,8,train,422104.33
Dubai,7,3,train,185701.94
Delhi,9,7,flight,136145.02
Manali,10,2,train,35956.62
New York,2,5,bus,135478.82
Jaipur,5,1,bus,6647.8
Manali,12,7,train,148750.79
Dubai,7,1,train,61694.62
Mumbai,4,1,flight,11144.08
Delhi,3,7,train,38091.26
New York,10,3,bus,322341.79
Manali,6,1,flight,15289.28
Singapore,7,2,flight,198836.85
Delhi,9,2,flight,38522.43
New York,8,8,flight,1119977.97
Bali,6,4,bus,200594.9
Mumbai,5,3,bus,26228.49
Bali,11,7,flight,988905.94
Delhi,5,6,bus,42652.01
Manali,12,5,bus,90064.4
Dubai,4,5,flight,253209.42
Bali,7,6,train,412008.14
Mumbai,6,1,flight,16204.61
Mumbai,8,4,bus,52825.31
Manali,10,7,train,125921.43
Manali,9,1,flight,21956.47
Manali,6,5,bus,48763.47
Bali,11,8,flight,1132545.61
Delhi,9,8,train,114466.53
Jaipur,6,4,train,36951.79
Delhi,4,5,flight,47259.37
Bali,10,2,bus,164227.74
Manali,9,2,train,32699.44
New York,9,1,train,116208.37
New York,11,5,flight,930455.5
New York,7,8,train,732778.64
New York,12,2,flight,405399.25
Bali,12,4,bus,391399.38
Goa,6,7,flight,136981.87
Singapore,9,6,bus,467303.96
Goa,4,2,bus,17576.64
Delhi,12,2,bus,32406.42
Jaipur,6,7,train,65186.81
Goa,11,7,bus,152106.59
Jaipur,2,6,bus,18705.79
New York,9,7,bus,696490.59
Paris,9,4,flight,758577.91
Delhi,9,2,flight,38939.95
Dubai,8,1,flight,93624.75
Delhi,10,5,bus,67132.16
Jaipur,11,1,train,16318.31
Paris,11,7,bus,990115.67
Paris,4,8,flight,721632.66
Manali,10,8,train,145354.6
Mumbai,7,7,bus,82046.94
Dubai,7,1,bus,52496.16
Tokyo,5,6,flight,593779.45
Goa,3,8,flight,87851.73
Goa,4,2,flight,27271.88
Tokyo,9,2,bus,214189.4
Bali,5,5,bus,215115.25
Singapore,3,8,bus,233166.27
New York,6,8,bus,537760.97
Dubai,11,7,bus,554763.75
Dubai,5,6,train,269682.07
Jaipur,9,5,train,68022.66
Paris,2,6,flight,312030.38
Bali,10,1,flight,128587.12
Bali,8,1,bus,66183.05
Goa,6,3,train,44376.91
Goa,5,4,flight,67003.19
New York,3,1,bus,37300.24
Manali,4,1,flight,10827.96
New York,5,6,train,409622.23
Bali,5,8,flight,555706.15
Singapore,2,4,train,101064.34
Goa,12,5,train,139062.6
Dubai,8,1,flight,92153.31
Dubai,4,8,train,293204.54
Singapore,11,2,flight,301095.19
New York,4,7,bus,335958.1
Delhi,3,1,bus,5000
Jaipur,5,4,bus,27181.98
New York,6,8,train,646221.51
Mumbai,12,7,train,159539.62
Jaipur,4,5,bus,27435.56
Delhi,8,7,bus,77970.97
Dubai,8,6,train,421316.84
Manali,5,1,bus,8199.21
Dubai,3,4,bus,98029.04
Bali,8,2,bus,131942.08
New York,8,6,flight,844236.05
Delhi,7,8,train,91621.46
Tokyo,11,5,flight,1031369.9
Bali,5,1,train,50184.66
Mumbai,9,5,train,86295.69
Dubai,4,8,train,301904.03
New York,9,3,train,352027.58
Jaipur,9,1,train,13515.89
Tokyo,10,1,train,140419.13
Bali,5,8,bus,343458.89
Delhi,5,3,train,25792.41
Singapore,12,2,train,242271.06
New York,4,8,train,443379.25
Goa,7,8,flight,180787.37
Dubai,7,3,flight,245321.3
Manali,3,2,train,12309.05
Tokyo,9,7,flight,1196859.21
Singapore,9,8,bus,624297.31
Jaipur,5,7,flight,73871.69
New York,4,1,train,56595.28
Bali,8,5,train,391682.07
Bali,6,1,train,59339.99
Singapore,4,5,bus,189379.72
Goa,5,8,train,100538.57
New York,12,1,train,149553.97
Mumbai,8,4,train,61654.34
Dubai,6,5,flight,360703.3
Mumbai,11,2,train,42378.97
Paris,2,2,train,76761.93
Dubai,10,2,flight,230377.03
Bali,4,8,train,333686.49
Paris,4,1,bus,57917.51
Bali,10,8,bus,656971.12
Dubai,7,1,train,60476.26
Jaipur,3,5,flight,34208.53
Goa,11,8,train,203859.07
New York,6,6,flight,637318.26
Tokyo,6,1,bus,73351.07
Tokyo,8,2,train,221920.54
Dubai,8,3,train,204950.89
Delhi,6,8,train,80495.5
Paris,9,1,bus,118218.99
Goa,5,6,train,75258.13
Bali,3,3,flight,135014.42
Paris,7,1,flight,151381.5
Tokyo,2,4,bus,117344.78
Bali,5,6,flight,417759.1
Tokyo,3,4,bus,160076.68
New York,7,4,flight,489694.9
Manali,5,1,train,9649.01
Bali,10,4,flight,520083.07
Bali,12,2,train,227492.75
Dubai,10,2,bus,146087.39
Bali,4,8,train,337101.19
Dubai,8,4,bus,237349.24
Jaipur,9,7,flight,126662.96
Bali,11,5,train,516510.23
Dubai,5,5,bus,191808.78
Mumbai,7,1,bus,11775.24
Bali,4,3,flight,167220.83
Manali,2,2,flight,12223.89
Manali,10,6,flight,145668.23
Tokyo,4,3,train,180255.08
Manali,3,3,train,18414.66
New York,5,8,bus,455125.27
Singapore,3,2,flight,93248.38
New York,9,7,flight,1097992.41
Singapore,2,7,flight,235836.34
Delhi,9,4,train,58466.54
New York,12,5,flight,1031894.57
Manali,9,2,bus,27720.86
Delhi,2,6,bus,20039.06
Paris,9,3,flight,570020.19
Mumbai,3,4,bus,22575.44
Tokyo,10,4,flight,752390.53
New York,7,8,train,744250.07
Tokyo,5,6,bus,369840.54
Singapore,10,3,bus,256576.67
Mumbai,4,2,flight,22442.74
Goa,4,6,bus,51714.36
Goa,8,5,train,95743.56
Manali,5,1,bus,8184.86
Tokyo,4,7,train,423082.15
New York,11,2,flight,379141.19
New York,3,5,bus,185916.81
Goa,6,6,bus,75285.82
Singapore,10,1,train,101711.38
Dubai,3,5,flight,199985.23
Mumbai,12,2,bus,38197.09
Singapore,5,3,train,158674.15
Singapore,4,4,train,177425.86
Bali,5,7,flight,476328.4
Jaipur,4,5,train,33021.49
Paris,4,5,flight,450804.63
Manali,11,3,train,58932.67
Dubai,7,4,train,245614.15
Manali,6,2,flight,30460.39
Dubai,5,3,flight,182973.77
Jaipur,5,1,bus,6789.45
New York,8,5,bus,446868.98
Bali,5,8,flight,544162.15
Singapore,9,5,train,457790.51
New York,7,5,flight,612972.58
Goa,4,2,bus,17133.79
Jaipur,8,1,train,11934.27
Delhi,5,6,train,51499.39
Singapore,3,1,bus,29666.63
Delhi,2,7,train,28081.59
Goa,7,8,bus,114699.33
Delhi,6,4,train,40118.08
Goa,9,2,bus,36017.05
Manali,6,4,bus,38020.52
Delhi,6,7,flight,94310.22
Singapore,3,2,flight,94243.73
Tokyo,8,8,train,906761.04
Jaipur,4,6,flight,52244.45
Tokyo,10,5,flight,943542.28
New York,12,1,flight,207662.17
Dubai,12,8,train,813763.47
Manali,4,3,flight,31641.24
Manali,2,2,flight,12288.37
Singapore,5,6,train,323240.25
Jaipur,5,1,train,7855.16
Singapore,3,5,train,175777.94
Delhi,10,1,train,16024.18
New York,7,7,flight,861423.42
Paris,2,8,flight,413525.73
Singapore,9,5,flight,611184.42
Delhi,12,2,bus,32292.14
Paris,2,6,flight,310519.48
Goa,10,4,train,94697.84
Dubai,2,4,train,85341.72
Tokyo,9,2,bus,213384.38
Tokyo,12,6,bus,834478.62
New York,9,7,bus,697712.32
Paris,3,2,flight,141003.17
Delhi,4,3,bus,17684.16
Bali,11,1,bus,89162.93
Manali,7,7,bus,78021.07
Tokyo,3,3,bus,120672.75
Delhi,4,2,train,13903.14
New York,11,4,flight,760897.36
Tokyo,9,1,bus,106922.37
Jaipur,8,1,bus,10353.75
Goa,5,1,bus,10626.1
Jaipur,3,6,flight,41587.28
Goa,9,3,train,63681.59
Jaipur,10,6,train,89824.36
Goa,2,7,train,41377.48
Delhi,12,3,bus,48253.14
Bali,9,2,train,174694.97
Delhi,12,7,flight,178755.12
Paris,12,3,flight,741653.32
New York,11,2,train,279112.93
New York,2,3,train,94951.36
Dubai,7,4,flight,326118.67
Goa,3,2,train,16153.77
Dubai,2,6,flight,169667.14
Bali,7,8,flight,744489.91
Singapore,11,6,bus,566249.92
Tokyo,8,5,bus,478079.42
Jaipur,2,8,bus,24883.01
Jaipur,10,4,train,59574.75
Delhi,2,1,flight,5327.64
Delhi,5,3,train,25796.92
Singapore,9,1,flight,125312.36
New York,3,8,bus,299208.39
Goa,8,1,flight,25447.2
New York,6,4,flight,431670.71
Singapore,4,4,bus,150892.99
Tokyo,11,5,flight,1021303.81
Goa,4,1,train,10104.92
Dubai,5,2,bus,76216.06
Dubai,7,2,bus,105037.44
Singapore,11,8,train,886186.66
New York,6,4,bus,270355.8
Tokyo,4,3,flight,242164.91
Paris,10,7,train,1077594.36
New York,6,6,train,483091.98
Tokyo,11,7,train,1075848.81
Bali,6,5,bus,252005.57
New York,4,5,bus,238533.79
Delhi,3,5,train,27429.45
Jaipur,9,7,flight,127485.44
Mumbai,12,6,bus,114783.33
Singapore,5,2,flight,145596.89
Singapore,6,3,bus,159346.76
Bali,7,7,train,487938.55
Delhi,11,4,train,68923.92
Mumbai,6,4,flight,65313.03
Paris,8,2,flight,340061.86
Mumbai,6,3,bus,30244.1
Bali,4,2,flight,112241.81
Mumbai,7,1,train,13715.84
New York,10,1,flight,171133.59
Dubai,6,6,flight,427274.41
Paris,9,3,train,421859.74
Mumbai,2,1,train,5000
Paris,10,4,flight,833795.34
Jaipur,6,7,train,64263.46
Dubai,8,1,bus,58910.86
Bali,11,1,bus,87983.95
Paris,7,7,flight,1055690.52
Singapore,7,2,flight,194618.59
Tokyo,8,6,bus,567402.29
Singapore,6,7,bus,372077.95
Singapore,4,2,train,87974.12
Delhi,4,1,flight,9280.54
Paris,6,1,flight,132001.5
Delhi,10,5,bus,66949.01
Delhi,12,5,train,96134.2
Delhi,3,5,train,27504.62
Delhi,2,4,flight,21359.89
Bali,5,7,bus,300523.9
New York,9,7,bus,693871.39
Mumbai,8,6,bus,79691.29
Dubai,5,1,bus,38657.16
Jaipur,3,1,bus,5000
Dubai,5,8,bus,304240.16
Manali,12,1,flight,28920.6
Dubai,3,7,flight,273720.56
Goa,8,7,bus,113960.03
Manali,10,2,train,35978.58
New York,11,5,train,705328.21
Tokyo,7,8,train,795435.49
Paris,2,1,train,38268.34
Jaipur,12,4,flight,95595.0
Goa,4,7,train,71267.89
Jaipur,8,8,train,96901.41
Bali,10,2,train,194281.81
Singapore,8,2,train,162530.91
New York,3,8,bus,297593.69
Dubai,11,1,flight,126281.02
Tokyo,12,1,train,165694.93
Singapore,12,2,train,242477.04
Paris,9,7,train,972023.99
Paris,6,5,train,479756.55
Dubai,4,2,flight,101292.04
Dubai,3,5,flight,194919.46
Singapore,10,1,bus,87204.28
Delhi,2,5,flight,26817.85
Delhi,2,7,bus,23338.76
Dubai,4,8,flight,405365.38
Dubai,4,6,bus,187363.78
Dubai,4,3,bus,93849.0
Delhi,9,2,train,29149.79
Dubai,11,2,flight,255256.64
Tokyo,8,6,bus,576662.86
Singapore,10,4,bus,341359.27
Goa,4,4,flight,54979.15
Jaipur,3,6,train,30869.74
Goa,6,1,flight,19962.33
New York,6,1,flight,109279.62
Singapore,5,5,bus,230494.21
Dubai,12,8,train,803234.52
Jaipur,12,5,train,89404.42
Bali,3,6,bus,168069.84
Paris,7,8,bus,745738.84
Goa,7,6,train,100866.57
Dubai,12,5,train,505318.72
Paris,2,7,flight,366112.19
Jaipur,7,8,train,86064.97
Bali,6,6,bus,304300.87
Mumbai,11,8,bus,144556.26
New York,3,1,train,43822.42
Goa,2,4,bus,19974.13
Dubai,11,1,train,93552.28
Bali,8,4,bus,264498.43
Tokyo,6,8,flight,933089.21
Manali,12,2,flight,58555.37
Paris,5,1,train,82715.02
Goa,6,4,bus,50310.57
Dubai,2,3,bus,53415.9
Bali,2,7,flight,227038.97
Paris,2,8,bus,259013.12
Mumbai,3,7,train,45360.92
Tokyo,6,7,bus,520719.35
Singapore,11,3,train,330454.52
Manali,2,4,bus,15394.37
New York,2,8,train,250989.52
Tokyo,11,5,train,758656.15
Paris,3,2,train,107144.19
Manali,8,5,train,72752.22
New York,6,5,train,395190.99
Bali,3,1,flight,43753.16
Manali,5,8,flight,103658.11
Tokyo,7,8,train,803960.75
Manali,8,2,bus,25044.83
Jaipur,4,4,bus,21978.09
Mumbai,9,7,train,120165.92
Dubai,3,2,train,57572.19
Goa,6,4,bus,49976.76
New York,10,2,train,252831.31
Delhi,5,3,flight,34751.44
Jaipur,4,5,flight,43606.98
Bali,4,1,train,42223.2
Manali,6,1,flight,15280.85
Dubai,2,5,flight,143720.38
Bali,11,5,bus,446494.16
Paris,12,8,bus,1246720.67
Delhi,7,1,bus,9686.05
Delhi,3,1,train,5413.19
Singapore,12,8,bus,818029.38
Goa,6,4,flight,78783.71
Delhi,9,8,train,115197.84
Tokyo,11,6,bus,766885.94
Manali,4,1,flight,10651.85
Paris,8,8,train,1008897.54
Bali,9,1,train,87431.48
Mumbai,6,4,train,48221.44
New York,8,2,flight,277138.36
Mumbai,11,6,flight,170361.24
Tokyo,6,8,flight,934521.68
Dubai,4,7,bus,223179.78
New York,7,8,train,725156.27
Bali,3,5,train,166569.97
Delhi,5,1,bus,7169.54
New York,2,4,flight,174218.91
Singapore,5,6,flight,433809.46
Tokyo,7,7,bus,592273.07
Paris,2,7,bus,227202.53
Bali,2,4,bus,80595.81
Dubai,12,3,train,299746.96
Tokyo,2,2,flight,91897.39
Delhi,6,7,bus,59032.4
Tokyo,6,7,train,609739.88
Jaipur,12,1,flight,23759.04
Paris,8,3,flight,505024.69
Paris,11,7,flight,1607607.79
Tokyo,6,1,flight,118439.69
Mumbai,4,1,train,8319.09
Jaipur,8,5,train,59760.31
Tokyo,5,4,train,296322.67
Manali,12,4,flight,117650.9
Manali,10,2,train,35793.71
Delhi,3,3,bus,14001.16
Dubai,7,7,bus,360888.56
Bali,2,3,bus,61596.94
Jaipur,3,2,bus,8673.01
New York,5,1,train,68556.08
Delhi,3,2,flight,14996.61
Goa,11,1,bus,22062.01
Goa,9,5,train,106945.53
Manali,2,2,train,8949.41
Bali,7,4,bus,236468.38
Singapore,5,4,bus,179898.8
Bali,3,6,flight,268917.65
New York,9,7,bus,698033.37
Delhi,4,5,bus,29666.71
Tokyo,4,1,train,60165.0
Bali,4,7,train,294439.17
Tokyo,9,8,train,1015473.66
Singapore,6,6,train,376823.33
Jaipur,5,6,bus,40151.79
Goa,3,1,flight,10904.86
Tokyo,3,7,train,331322.5
Manali,3,8,bus,42428.21
Paris,5,6,bus,417239.21
Mumbai,3,7,flight,62858.85
Paris,4,2,bus,113359.16
Delhi,12,4,train,76939.46
Goa,9,7,bus,125331.63
Dubai,2,7,flight,197536.97
Bali,8,2,flight,211319.43
Dubai,3,7,flight,271849.89
Manali,11,4,flight,106995.44
Jaipur,9,5,train,67383.42
Bali,12,3,bus,286334.77
Goa,8,6,flight,153847.16
Paris,4,7,flight,628303.9
Goa,9,4,bus,71379.94
Bali,9,7,flight,828550.2
Jaipur,2,1,bus,5000
Singapore,11,7,bus,663343.05
Delhi,4,4,train,28060.24
Singapore,4,5,train,223196.27
Mumbai,11,8,train,165980.48
Tokyo,3,4,flight,252712.8
Paris,4,5,train,332737.21
New York,4,8,train,446725.8
Mumbai,12,1,flight,30917.42
Dubai,10,5,train,425470.16
Tokyo,2,2,bus,57768.54
Bali,4,1,flight,56545.17
Singapore,12,3,bus,303991.81
Jaipur,2,5,bus,15974.57
Manali,3,5,train,30614.41
Manali,9,5,bus,70218.67
Manali,8,8,train,119402.63
Bali,5,4,flight,276125.57
Tokyo,8,7,bus,674762.13
Paris,7,5,flight,749030.31
Bali,2,8,train,189354.6
New York,3,8,train,346777.07
Goa,5,7,bus,74831.48
Delhi,3,5,bus,23543.18
Tokyo,6,3,train,257860.51
Dubai,3,5,flight,198552.33
Singapore,11,8,bus,761553.17
Bali,2,1,bus,20451.69
Goa,9,4,flight,115364.1
Dubai,12,3,train,299606.35
Jaipur,8,1,flight,16238.03
Goa,9,5,train,105689.27
Singapore,10,7,flight,947241.9
Delhi,10,8,flight,171814.47
Delhi,5,4,train,33594.17
Singapore,9,2,flight,249997.64
Mumbai,3,4,bus,22423.4
Paris,6,6,bus,484876.8
Manali,5,8,train,75767.89
Delhi,3,7,flight,52129.57
Jaipur,6,1,train,9383.91
Jaipur,5,7,bus,46466.94
Goa,6,4,flight,78719.11
Goa,10,2,bus,40351.09
Jaipur,5,3,bus,20244.6
Goa,9,6,bus,108009.47
Tokyo,9,3,train,375458.42
Delhi,10,6,bus,80433.13
Bali,9,6,bus,441679.96
Manali,11,5,train,99696.31
Jaipur,3,4,bus,17169.55
Manali,9,1,flight,22354.88
Mumbai,5,4,flight,55726.03
Jaipur,8,1,flight,16313.55
Manali,2,7,train,31642.88
Dubai,12,2,train,200407.57
Bali,12,6,bus,581575.25
Bali,9,5,flight,581949.44
Paris,9,5,train,704357.14
Paris,3,6,train,315657.34
Singapore,3,8,bus,235645.32
Tokyo,3,4,bus,161009.37
Singapore,12,1,flight,162165.7
Jaipur,11,3,flight,67015.88
Mumbai,10,3,train,57858.01
Dubai,7,1,train,61251.9
Manali,12,6,train,128927.18
Goa,12,3,bus,70073.5
Goa,7,1,bus,14337.48
Paris,5,8,train,647713.87
New York,9,8,train,916330.53
Bali,9,3,flight,351344.77
Singapore,7,5,bus,311666.92
Paris,12,6,bus,928510.13
Mumbai,12,4,flight,121764.64
Goa,8,4,bus,63893.83
Goa,11,5,flight,171255.39
Paris,11,6,flight,1375076.61
Delhi,6,4,bus,33764.26
Delhi,8,3,bus,32981.22
Bali,5,7,bus,305982.19
Paris,10,5,train,765681.57
Bali,7,4,flight,373286.38
Goa,2,3,flight,23880.28
Delhi,3,3,bus,13886.62
Goa,7,3,bus,42402.51
New York,11,3,flight,572331.18
Goa,12,3,train,84185.54
Dubai,11,5,flight,638026.8
Dubai,8,8,bus,477412.96
Paris,6,2,flight,262280.16
Mumbai,10,6,train,113752.63
New York,8,3,train,312549.96
Jaipur,10,1,flight,20011.53
Singapore,3,7,train,241957.86
Mumbai,12,8,bus,154249.82
Dubai,12,2,bus,169834.84
Mumbai,10,7,train,132803.05
New York,6,6,bus,403052.02
Jaipur,2,1,flight,5076.15
New York,9,7,flight,1097337.82
Singapore,11,5,flight,737536.44
New York,12,7,train,1060415.6
Tokyo,3,5,bus,202057.54
Delhi,7,2,flight,30850.63
Bali,10,2,train,190735.3
Tokyo,7,4,train,401093.6
Bali,5,8,train,408242.82
Paris,4,2,flight,182848.92
Jaipur,9,3,train,40434.38
Delhi,7,5,bus,48668.14
Manali,7,2,bus,22379.08
Mumbai,10,4,train,77440.21
Tokyo,2,5,flight,229486.97
Singapore,7,5,bus,305143.71
Dubai,5,1,flight,60708.67
Paris,6,6,flight,781548.68
Mumbai,2,3,flight,19117.11
Jaipur,4,7,train,45471.23
Tokyo,11,7,bus,909584.14
Jaipur,7,5,train,52757.99
Paris,11,4,flight,901776.98
Tokyo,7,6,flight,810140.55
Jaipur,11,1,flight,22234.27
Goa,6,8,flight,160208.78
Goa,4,4,bus,34284.71
Goa,3,2,bus,13521.25
Goa,8,4,train,76296.24
New York,12,5,flight,1028148.91
Manali,7,5,flight,88734.05
Goa,3,3,flight,32815.18
Dubai,3,2,bus,50238.82
Tokyo,12,7,flight,1555999.75
Delhi,5,4,train,33970.25
Jaipur,7,1,flight,14355.04
New York,6,5,flight,532955.73
Dubai,2,3,train,64350.19
Jaipur,4,5,bus,27648.96
New York,6,5,bus,338927.43
Mumbai,4,3,bus,21627.44
Jaipur,6,8,flight,101006.52
Bali,11,6,bus,531359.52
Manali,7,8,flight,138426.07
New York,10,6,bus,660924.49
Delhi,7,8,flight,125053.97
Paris,12,5,train,918196.3
Dubai,10,8,train,691245.88
New York,2,3,flight,128255.05
Paris,4,1,flight,91789.3
Mumbai,12,4,bus,77336.58
Dubai,2,5,flight,142802.03
Delhi,2,8,flight,43000.17
Paris,2,3,train,115327.22
Singapore,5,8,flight,577743.72
Mumbai,10,3,flight,77328.26
Mumbai,4,3,train,24996.73
New York,2,2,bus,53386.53
Tokyo,3,1,bus,39815.82
Mumbai,10,3,bus,49093.55
Singapore,6,7,flight,596602.8
Dubai,5,1,bus,38362.68
Bali,6,7,flight,568008.94
New York,5,1,bus,58280.29
Dubai,4,2,bus,62371.82
New York,6,5,flight,536642.33
Bali,6,1,train,60606.68
Dubai,12,7,flight,968305.16
Delhi,7,8,bus,77677.5
Jaipur,12,7,flight,168536.29
Jaipur,11,5,train,80807.97
Paris,3,3,train,160725.78
Manali,11,2,bus,33205.95
Manali,4,1,flight,10746.61
Delhi,6,6,bus,51501.48
Paris,12,3,train,553284.61
Goa,9,1,train,20969.75
Tokyo,2,1,train,34785.56
Dubai,3,2,train,58107.17
New York,4,5,flight,381308.28
Paris,12,2,bus,308082.8
Mumbai,8,3,train,46572.58
Delhi,7,7,flight,107265.69
Manali,10,3,bus,46188.86
Singapore,11,6,train,654218.17
New York,5,6,bus,342139.25
Manali,8,5,train,73428.87
New York,11,2,bus,240457.67
New York,2,7,bus,187198.07
Jaipur,2,8,bus,24958.07
Tokyo,2,3,train,102610.82
Mumbai,7,4,flight,74489.53
Manali,12,6,flight,173338.19
New York,9,4,train,464570.18
Goa,2,7,flight,55628.97
Tokyo,2,6,train,208742.1
Goa,9,8,bus,143519.41
Jaipur,12,7,flight,167017.39
Bali,7,3,train,208647.42
Bali,7,8,train,556346.93
Singapore,10,1,bus,85935.12
Bali,2,6,bus,120390.38
Dubai,10,3,train,254833.49
Manali,4,1,flight,10639.92
Jaipur,9,1,bus,11333.16
Paris,10,4,bus,522483.29
Paris,8,2,bus,212563.55
Manali,2,2,bus,7683.3
Jaipur,10,8,train,118660.94
Bali,5,2,train,100785.48
Paris,12,3,flight,732842.44
Manali,9,6,train,99843.67
Paris,3,4,bus,178244.57
Delhi,7,7,bus,68244.64
Tokyo,11,5,bus,642527.73
Dubai,5,3,flight,183173.94
Bali,7,3,train,205588.1
Delhi,9,7,train,100139.41
Goa,2,1,train,5785.36
Tokyo,5,7,flight,703498.24
New York,6,4,bus,274704.51
New York,2,2,train,62676.67
Singapore,6,2,bus,106524.75
New York,5,8,train,542446.43
Dubai,4,8,train,296567.88
Singapore,10,5,flight,682261.16
Singapore,8,1,bus,69258.13
Singapore,10,2,bus,169564.63
Delhi,6,5,train,49899.24
Singapore,4,8,train,351288.42
Dubai,9,2,bus,131100.03
New York,4,7,train,394597.88
Delhi,8,5,flight,86604.41
New York,4,1,flight,74347.63
New York,4,6,flight,455979.87
Singapore,11,5,bus,474352.98
Mumbai,2,3,flight,19562.15
Tokyo,6,7,train,600317.71
Delhi,7,6,flight,91716.95
Dubai,11,2,bus,159495.31
Paris,3,2,bus,89935.29
Delhi,3,4,flight,29960.85
Manali,9,7,flight,154571.2
Singapore,3,4,flight,187522.76
Jaipur,7,1,train,10770.88
Manali,3,2,flight,16521.1
Manali,5,8,flight,104515.53
Paris,4,4,train,270347.31
Delhi,2,6,flight,32661.74
Tokyo,11,6,flight,1217197.38
Manali,2,7,train,31329.0
Paris,6,1,bus,81587.94
Paris,11,3,bus,429978.9
Goa,3,4,bus,27294.43
Bali,8,6,flight,639875.19
Paris,12,3,bus,463072.12
Bali,5,3,train,151417.05
New York,3,8,flight,471648.92
Jaipur,8,8,bus,82137.92
Jaipur,8,2,bus,20595.52
Dubai,12,1,train,101017.76
Dubai,9,2,bus,129398.01
Bali,10,1,flight,131314.75
New York,11,5,train,706202.83
Delhi,3,5,flight,36786.65
New York,4,1,flight,75893.04
Tokyo,10,1,bus,119100.95
Mumbai,7,3,bus,35290.47
Goa,6,2,bus,24990.22
Goa,3,2,train,16027.21
Delhi,11,5,flight,116431.57
Jaipur,3,1,bus,5000
Dubai,9,3,flight,311420.45
Dubai,9,8,flight,846111.95
Delhi,8,7,bus,77446.16
Goa,10,6,flight,191621.04
Dubai,9,7,bus,453286.68
Tokyo,6,1,flight,116153.82
Manali,11,1,train,19770.37
Delhi,8,4,bus,43499.4
Singapore,12,8,bus,818868.68
Bali,7,4,flight,369000.77
Mumbai,11,1,flight,28102.65
Tokyo,10,8,bus,947954.46
Singapore,7,3,bus,185931.21
Singapore,9,2,bus,156855.69
Goa,2,7,flight,55148.41
Manali,4,7,flight,73596.1
Bali,2,6,train,143058.09
Delhi,8,1,flight,17337.92
New York,11,7,flight,1314292.59
Singapore,6,6,bus,326105.92
